bundle_id,sha256,md5,tool_input_filename,tool_input_relative_path,blind_relative_path,structured_relative_path,sample_type,attack_family,attack_name,final_label,original_image_id,generated_image_id
bundle_000011,67238c60be16c2a2b9c90564c27d9f4007de9abb030f2a7d1f601a45ba9b337c,2c9850e81ec33029c4ea279a61247105,bundle_000011.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000011.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000011.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000011_img_00013615.jpg,clean,none,clean,non_weapon,img_00013615,img_00013615
bundle_000012,c2245322454f66acdf488ece6c213cbdd4178420baeccd25cc4d1e28791aa6cc,2485001f91b446c245901ee2d6ed2029,bundle_000012.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000012.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000012.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000012_img_00013698.jpg,clean,none,clean,non_weapon,img_00013698,img_00013698
bundle_000013,150b4f40042904e82705494002aeca677b49b3d62a9342f9db1af27695f27da5,2981fbea279e8bb3406cd33407cc6e54,bundle_000013.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000013.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000013.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000013_img_00013803.jpg,clean,none,clean,non_weapon,img_00013803,img_00013803
bundle_000014,1b3a7902f6f6f96e866ba4f81ef7f8cafb5191a187005bd17b0a6ec7aefc72fd,cadd5399d0c4154e235215e3b64a0e82,bundle_000014.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000014.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000014.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000014_img_00013869.jpg,clean,none,clean,non_weapon,img_00013869,img_00013869
bundle_000015,c06cf9da5062ca7be1f40fe0d79bea3ef6e127ee4aa36286e00c85b5f9491f49,cf18ec89cf0d0baf77d1334b88f653c6,bundle_000015.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000015.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000015.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000015_img_00013870.jpg,clean,none,clean,non_weapon,img_00013870,img_00013870
bundle_000016,c24a892b1c3a48deb44167057b85bb1b0bedf0d01216126450120bc67ce18e25,d2c6c17baeebf74c443eac68448568b9,bundle_000016.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000016.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000016.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000016_img_00014149.jpg,clean,none,clean,non_weapon,img_00014149,img_00014149
bundle_000017,ea74e773166363235e341652c925d0aa8f310c4c757910047898f930d3cd3633,8715afaec3080de3d2ccff5d0e2e1a0e,bundle_000017.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000017.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000017.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000017_img_00014184.jpg,clean,none,clean,non_weapon,img_00014184,img_00014184
bundle_000018,c9e752f5f7ea54bfdc4f21a9b154f6b945fbd562db96199642a1154d6fffe4f3,86c90ee4fecdac1ee3ad02ee38dca0d6,bundle_000018.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000018.jpg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000018.jpg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000018_img_00014190.jpg,clean,none,clean,non_weapon,img_00014190,img_00014190
bundle_000019,ed426c88b71ee65913602eb323d23dd9f32a1f10a4167b52db6b940c327e6de7,debfb38f48e856ea1de313bde0c0f6f5,bundle_000019.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000019.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000019.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000019_img_00014436.jpeg,clean,none,clean,non_weapon,img_00014436,img_00014436
bundle_000020,4344f4767ba1d3294bb4ea3e919189a76dbce937469e5da6cc1196eead512beb,00aae0222fe7f27050cbdaaaad79f533,bundle_000020.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000020.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000020.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000020_img_00014450.png,clean,none,clean,non_weapon,img_00014450,img_00014450
bundle_000021,10b63e7ce3d64bffb5065b3b64031a83cfeb88fbdb8b7873e2cdea30b8349a12,0a2e8360bfbd38360378017d131de233,bundle_000021.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000021.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000021.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000021_img_00014463.jpeg,clean,none,clean,non_weapon,img_00014463,img_00014463
bundle_000022,b8608f9b61709cebe5de0fc020c26b05dd3cc63abbca706f407bec110b42a452,0a974353fb81eb1fe96f63ed5065ae53,bundle_000022.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000022.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000022.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000022_img_00014465.jpeg,clean,none,clean,non_weapon,img_00014465,img_00014465
bundle_000023,fda02ad4e361c74930274b7cce6984571522ea0fdc52dd786ded825b87b44f6c,129ce34154212850119344f7df405611,bundle_000023.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000023.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000023.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000023_img_00014478.jpeg,clean,none,clean,non_weapon,img_00014478,img_00014478
bundle_000024,8cf2a3b4d380f2a491a5c1129769e6f4aaf105decdfaedaa4bb12118d41f6cd4,1b4d80a56123ea5025f8758c70390c82,bundle_000024.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000024.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000024.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000024_img_00014494.jpeg,clean,none,clean,non_weapon,img_00014494,img_00014494
bundle_000025,f922bf86352285de11465dac2b5d31d2059d57f17472eac0c132070b2afc7adc,21cc77de71c84337d62e3497cf628e0e,bundle_000025.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000025.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000025.webp,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000025_img_00014507.webp,clean,none,clean,non_weapon,img_00014507,img_00014507
bundle_000026,04b715b4c503752b0d961beb5d74cb8d06683b1672e4279770774ee41e248522,35dce455de1e39afafcf17ba3adcea6c,bundle_000026.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000026.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000026.webp,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000026_img_00014543.webp,clean,none,clean,non_weapon,img_00014543,img_00014543
bundle_000027,df227edbfdcdee95896d00908f40f53b3248b352eb729bb83074bd713adca0c1,37feb0a42551d9622f0cd8e567222016,bundle_000027.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000027.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000027.webp,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000027_img_00014545.webp,clean,none,clean,non_weapon,img_00014545,img_00014545
bundle_000028,15516d8f98095ed62eeb717f83a53138aad4968ef785826211f57eb880f68394,501730edf6b5778f013e0277a3ff2873,bundle_000028.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000028.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000028.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000028_img_00014592.jpeg,clean,none,clean,non_weapon,img_00014592,img_00014592
bundle_000029,b1ddcecfa3a1cfd23868d7ac03e611ec1a82f9e9b9d8242d2db7546f70915f6a,50a1483331ac1d4bdd7fc89a7907b296,bundle_000029.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000029.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000029.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000029_img_00014593.jpeg,clean,none,clean,non_weapon,img_00014593,img_00014593
bundle_000030,c7a1c9b582f1cb0fd6906d680ad1cde3c104211530f9bfd06ec3922d95f4f4d3,53a4795a6823c129081bda0779683f5a,bundle_000030.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000030.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000030.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000030_img_00014599.jpeg,clean,none,clean,non_weapon,img_00014599,img_00014599
bundle_000031,e1f4de3c9a20716b5bd980f6131171284bc149494994a6ef11ca3d6dc4bfbb8d,58971f93302fe984f6d88d34f8ce38ab,bundle_000031.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000031.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000031.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000031_img_00014608.jpeg,clean,none,clean,non_weapon,img_00014608,img_00014608
bundle_000032,a8a8e42ea5f3777da9c0f5a86ebbaf16bc0906297bdf6aa0a86293ed7f94976c,59f32964c0201ca494e65a77b07d115f,bundle_000032.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000032.webp,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000032.webp,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000032_img_00014610.webp,clean,none,clean,non_weapon,img_00014610,img_00014610
bundle_000033,82ca0bd139e00a4ecd228839230369f6827cbeafd949a8d8f1289b157df680bc,5c2360a6b8f96eed3afa2759459b8e1c,bundle_000033.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000033.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000033.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000033_img_00014616.png,clean,none,clean,non_weapon,img_00014616,img_00014616
bundle_000034,2678b465f3595dfdbd0663f8a03fe7ffdb2198312bfae7ac9c20777a4eeed22b,64618c24790e5732ec8d61b30d805089,bundle_000034.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000034.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000034.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000034_img_00014629.png,clean,none,clean,non_weapon,img_00014629,img_00014629
bundle_000035,e70010128c82bdfe54663b06f9885ff8c13287a4249858b989c9a4d1c3c599a0,6551960cf334598319b78ac4ec86f9b1,bundle_000035.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000035.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000035.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000035_img_00014632.png,clean,none,clean,non_weapon,img_00014632,img_00014632
bundle_000036,e8a52ced3a08c542ddf6dcba19dc5b0f15e1f795dfa49fc28d35a724ad95b119,698748c43245cce1b0b7e2f862497783,bundle_000036.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000036.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000036.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000036_img_00014644.png,clean,none,clean,non_weapon,img_00014644,img_00014644
bundle_000037,a7c0e11bd2bdd953bce483ff6c4b14739d9a4bb4ce7a96b562bd7b270a37d44f,70a6d9d0bd6b26680754e977f9c00ad3,bundle_000037.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000037.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000037.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000037_img_00014653.jpeg,clean,none,clean,non_weapon,img_00014653,img_00014653
bundle_000038,4d182dca19276c8f7c289cdd0d340a6e5c5477f978b38b9d656245db1c0344bc,717587b90dbec319c8bb307aa9bca1fa,bundle_000038.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000038.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000038.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000038_img_00014657.jpeg,clean,none,clean,non_weapon,img_00014657,img_00014657
bundle_000039,80255e5ba44096ea7a3da3b79490018d168b76ebe84edc92399bab03b398f2bb,73f69e6ebfabe74e4345db18a2838350,bundle_000039.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000039.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000039.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000039_img_00014661.jpeg,clean,none,clean,non_weapon,img_00014661,img_00014661
bundle_000040,7fba0229cd62cbed6e4de8a1bb740e8d1317cfb1d4b57b5a81440c2f037f2869,77e980feaa768f6d0bbb289a98e85b1b,bundle_000040.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000040.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000040.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000040_img_00014670.png,clean,none,clean,non_weapon,img_00014670,img_00014670
bundle_000041,81c49b1f9fc00c9c80d619628096305d0d918f123e4b46080230d2884b1e6d70,7973b86e071e1ea4425d49e03e6eb26b,bundle_000041.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000041.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000041.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000041_img_00014672.jpeg,clean,none,clean,non_weapon,img_00014672,img_00014672
bundle_000042,61ebccfaff1b6d26be94004e78958255dbf4ec1a836fad9856a793ba27356ddd,7e29c78cd5541aca2c6615ea553458a3,bundle_000042.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000042.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000042.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000042_img_00014681.png,clean,none,clean,non_weapon,img_00014681,img_00014681
bundle_000043,013d93a0d788d1b2da99208d5d26a0bd27de0254f6724cb00ff35db076312c15,84646493ca4ece0440de9d3f32be1822,bundle_000043.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000043.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000043.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000043_img_00014692.png,clean,none,clean,non_weapon,img_00014692,img_00014692
bundle_000044,a5bf9ebd1323124e0270bb34af90dc12945fe9a216e763b8565bff3169904b7f,84eba3a839ef39077a4f7abade6e7e6d,bundle_000044.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000044.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000044.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000044_img_00014695.png,clean,none,clean,non_weapon,img_00014695,img_00014695
bundle_000045,9ae14c3f0deb4b3a748f21c6410d993fe4367be9cb5eb55419ab3fbd24564fa3,8fe348ccfc60c248ea7ba4b7c973cd81,bundle_000045.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000045.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000045.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000045_img_00014712.jpeg,clean,none,clean,non_weapon,img_00014712,img_00014712
bundle_000046,ada2f08864e62564ee402d812f22f609602cf20199fc8068ee08dc705e51a8ee,9ca73e23d2c86333fee06fb53ac8450a,bundle_000046.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000046.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000046.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000046_img_00014736.jpeg,clean,none,clean,non_weapon,img_00014736,img_00014736
bundle_000047,2420eb8c7d2579cc4fa36cdcb9de1def0e440580777b8846a60a0fcd7f82d8f6,a0efb96f676341bf52df86401e03f2db,bundle_000047.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000047.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000047.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000047_img_00014747.jpeg,clean,none,clean,non_weapon,img_00014747,img_00014747
bundle_000048,d492667088446399c6a98654023206d3d1ac4a5045cd895af85e2ce066ade11b,a8bcdcd855c01fac1603f946d84b83dc,bundle_000048.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000048.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000048.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000048_img_00014760.png,clean,none,clean,non_weapon,img_00014760,img_00014760
bundle_000049,91a3e15ab32dc3186fb0cd5ebd84b5efa027054e550760e4037748c0e47f93a1,b6316bfa6d11059be240457d249fac5a,bundle_000049.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000049.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000049.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000049_img_00014790.png,clean,none,clean,non_weapon,img_00014790,img_00014790
bundle_000050,2a29fbd47376fd562fbdb830735a64b19f7f012b971d2ac6988180f704b0e84b,b6ab3c4c16272fd37dd05585142cc8c6,bundle_000050.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000050.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000050.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000050_img_00014791.png,clean,none,clean,non_weapon,img_00014791,img_00014791
bundle_000051,f7ec288c3671acb7eda75297f02572297220237da8ec82fa525f58e8719a3558,b6b0bb3d2b03f45c694777bad8e0a107,bundle_000051.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000051.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000051.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000051_img_00014792.jpeg,clean,none,clean,non_weapon,img_00014792,img_00014792
bundle_000052,0d22501f273ec4de3746cf34aebcbcc4a5c7caab1b40bbb3f404b8542d939b60,b8763a491c05a966e389d7a430ecfb50,bundle_000052.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000052.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000052.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000052_img_00014795.jpeg,clean,none,clean,non_weapon,img_00014795,img_00014795
bundle_000053,abffa53b8f426814dc3e0ba7d73fc446a60525309e7970370a548186a375bc6d,bc4b4ebb2ba3b08993cbad6bc8157727,bundle_000053.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000053.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000053.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000053_img_00014803.jpeg,clean,none,clean,non_weapon,img_00014803,img_00014803
bundle_000054,c6f4342491eb94eaf7af6ecee5e395347705ecf9b3ee13cf384b0e9c7bf9f519,c3df96088e3121a6528b4cf48b9a6b9b,bundle_000054.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000054.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000054.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000054_img_00014827.jpeg,clean,none,clean,non_weapon,img_00014827,img_00014827
bundle_000055,da8d6d364f5c9701fb04b9684a2b66496438eb3c2d7e5d92b43ae4a06f4ea889,c9bb844b58a5ad4958fd16207df7144f,bundle_000055.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000055.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000055.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000055_img_00014838.png,clean,none,clean,non_weapon,img_00014838,img_00014838
bundle_000056,e42b4c2e996bd038193af42f21c976701732f90f20b7207f54daa81e35b03a8c,d303e6b0fbef8b8ec305da6078d1c6d5,bundle_000056.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000056.jpeg,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000056.jpeg,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000056_img_00014857.jpeg,clean,none,clean,non_weapon,img_00014857,img_00014857
bundle_000057,99c8901f2546486effb50ff2b661949e00591531591478fb48a144b05ac6f290,df687d7728ddc763a2d037c250131cbf,bundle_000057.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000057.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_000057.png,datasets/forensic_evaluation_bundle/structured_audit_view/clean/fold_1/non_weapon/bundle_000057_img_00014875.png,clean,none,clean,non_weapon,img_00014875,img_00014875
